Sample Name	Protocol REF	Parameter Value[Organism part]	Term Source REF	Term Accession Number	Parameter Value[Trait Definition File]	Assay Name	Raw Data File	Protocol REF	Derived Data File
sample789	Phenotyping				tdf.txt	assay663		Data transformation	d_data.txt
sample790	Phenotyping				tdf.txt	assay113		Data transformation	d_data.txt
sample791	Phenotyping				tdf.txt	assay828		Data transformation	d_data.txt
sample792	Phenotyping				tdf.txt	assay372		Data transformation	d_data.txt
sample793	Phenotyping				tdf.txt	assay482		Data transformation	d_data.txt
sample794	Phenotyping				tdf.txt	assay277		Data transformation	d_data.txt
sample795	Phenotyping				tdf.txt	assay829		Data transformation	d_data.txt
sample796	Phenotyping				tdf.txt	assay1103		Data transformation	d_data.txt
sample797	Phenotyping				tdf.txt	assay664		Data transformation	d_data.txt
sample798	Phenotyping				tdf.txt	assay373		Data transformation	d_data.txt
sample799	Phenotyping				tdf.txt	assay939		Data transformation	d_data.txt
sample800	Phenotyping				tdf.txt	assay278		Data transformation	d_data.txt
sample801	Phenotyping				tdf.txt	assay483		Data transformation	d_data.txt
sample802	Phenotyping				tdf.txt	assay1206		Data transformation	d_data.txt
sample803	Phenotyping				tdf.txt	assay114		Data transformation	d_data.txt
sample804	Phenotyping				tdf.txt	assay279		Data transformation	d_data.txt
sample805	Phenotyping				tdf.txt	assay1104		Data transformation	d_data.txt
sample806	Phenotyping				tdf.txt	assay830		Data transformation	d_data.txt
sample807	Phenotyping				tdf.txt	assay115		Data transformation	d_data.txt
sample808	Phenotyping				tdf.txt	assay940		Data transformation	d_data.txt
sample809	Phenotyping				tdf.txt	assay484		Data transformation	d_data.txt
sample810	Phenotyping				tdf.txt	assay665		Data transformation	d_data.txt
sample811	Phenotyping				tdf.txt	assay374		Data transformation	d_data.txt
sample812	Phenotyping				tdf.txt	assay1207		Data transformation	d_data.txt
sample813	Phenotyping				tdf.txt	assay485		Data transformation	d_data.txt
sample814	Phenotyping				tdf.txt	assay116		Data transformation	d_data.txt
sample815	Phenotyping				tdf.txt	assay375		Data transformation	d_data.txt
sample816	Phenotyping				tdf.txt	assay831		Data transformation	d_data.txt
sample817	Phenotyping				tdf.txt	assay941		Data transformation	d_data.txt
sample818	Phenotyping				tdf.txt	assay1105		Data transformation	d_data.txt
sample819	Phenotyping				tdf.txt	assay666		Data transformation	d_data.txt
sample820	Phenotyping				tdf.txt	assay280		Data transformation	d_data.txt
sample821	Phenotyping				tdf.txt	assay281		Data transformation	d_data.txt
sample822	Phenotyping				tdf.txt	assay667		Data transformation	d_data.txt
sample823	Phenotyping				tdf.txt	assay1208		Data transformation	d_data.txt
sample824	Phenotyping				tdf.txt	assay1106		Data transformation	d_data.txt
sample825	Phenotyping				tdf.txt	assay832		Data transformation	d_data.txt
sample826	Phenotyping				tdf.txt	assay486		Data transformation	d_data.txt
sample827	Phenotyping				tdf.txt	assay117		Data transformation	d_data.txt
sample828	Phenotyping				tdf.txt	assay376		Data transformation	d_data.txt
sample829	Phenotyping				tdf.txt	assay942		Data transformation	d_data.txt
sample830	Phenotyping				tdf.txt	assay282		Data transformation	d_data.txt
sample831	Phenotyping				tdf.txt	assay377		Data transformation	d_data.txt
sample832	Phenotyping				tdf.txt	assay1209		Data transformation	d_data.txt
sample833	Phenotyping				tdf.txt	assay118		Data transformation	d_data.txt
sample834	Phenotyping				tdf.txt	assay943		Data transformation	d_data.txt
sample835	Phenotyping				tdf.txt	assay487		Data transformation	d_data.txt
sample836	Phenotyping				tdf.txt	assay833		Data transformation	d_data.txt
sample837	Phenotyping				tdf.txt	assay1107		Data transformation	d_data.txt
sample838	Phenotyping				tdf.txt	assay668		Data transformation	d_data.txt
sample839	Phenotyping				tdf.txt	assay488		Data transformation	d_data.txt
sample840	Phenotyping				tdf.txt	assay834		Data transformation	d_data.txt
sample841	Phenotyping				tdf.txt	assay1210		Data transformation	d_data.txt
sample842	Phenotyping				tdf.txt	assay944		Data transformation	d_data.txt
sample843	Phenotyping				tdf.txt	assay378		Data transformation	d_data.txt
sample844	Phenotyping				tdf.txt	assay283		Data transformation	d_data.txt
sample845	Phenotyping				tdf.txt	assay119		Data transformation	d_data.txt
sample846	Phenotyping				tdf.txt	assay669		Data transformation	d_data.txt
sample847	Phenotyping				tdf.txt	assay1108		Data transformation	d_data.txt
sample848	Phenotyping				tdf.txt	assay1109		Data transformation	d_data.txt
sample849	Phenotyping				tdf.txt	assay284		Data transformation	d_data.txt
sample850	Phenotyping				tdf.txt	assay835		Data transformation	d_data.txt
sample851	Phenotyping				tdf.txt	assay379		Data transformation	d_data.txt
sample852	Phenotyping				tdf.txt	assay945		Data transformation	d_data.txt
sample853	Phenotyping				tdf.txt	assay670		Data transformation	d_data.txt
sample854	Phenotyping				tdf.txt	assay120		Data transformation	d_data.txt
sample855	Phenotyping				tdf.txt	assay1211		Data transformation	d_data.txt
sample856	Phenotyping				tdf.txt	assay489		Data transformation	d_data.txt
sample857	Phenotyping				tdf.txt	assay946		Data transformation	d_data.txt
sample858	Phenotyping				tdf.txt	assay121		Data transformation	d_data.txt
sample859	Phenotyping				tdf.txt	assay671		Data transformation	d_data.txt
sample860	Phenotyping				tdf.txt	assay1212		Data transformation	d_data.txt
sample861	Phenotyping				tdf.txt	assay380		Data transformation	d_data.txt
sample862	Phenotyping				tdf.txt	assay490		Data transformation	d_data.txt
sample863	Phenotyping				tdf.txt	assay836		Data transformation	d_data.txt
sample864	Phenotyping				tdf.txt	assay285		Data transformation	d_data.txt
sample865	Phenotyping				tdf.txt	assay1110		Data transformation	d_data.txt
sample866	Phenotyping				tdf.txt	assay286		Data transformation	d_data.txt
sample867	Phenotyping				tdf.txt	assay947		Data transformation	d_data.txt
sample868	Phenotyping				tdf.txt	assay1213		Data transformation	d_data.txt
sample869	Phenotyping				tdf.txt	assay672		Data transformation	d_data.txt
sample870	Phenotyping				tdf.txt	assay122		Data transformation	d_data.txt
sample871	Phenotyping				tdf.txt	assay491		Data transformation	d_data.txt
sample872	Phenotyping				tdf.txt	assay1111		Data transformation	d_data.txt
sample873	Phenotyping				tdf.txt	assay837		Data transformation	d_data.txt
sample874	Phenotyping				tdf.txt	assay948		Data transformation	d_data.txt
sample875	Phenotyping				tdf.txt	assay1112		Data transformation	d_data.txt
sample876	Phenotyping				tdf.txt	assay287		Data transformation	d_data.txt
sample877	Phenotyping				tdf.txt	assay673		Data transformation	d_data.txt
sample878	Phenotyping				tdf.txt	assay382		Data transformation	d_data.txt
sample879	Phenotyping				tdf.txt	assay123		Data transformation	d_data.txt
sample880	Phenotyping				tdf.txt	assay1214		Data transformation	d_data.txt
sample881	Phenotyping				tdf.txt	assay492		Data transformation	d_data.txt
sample882	Phenotyping				tdf.txt	assay124		Data transformation	d_data.txt
sample883	Phenotyping				tdf.txt	assay1215		Data transformation	d_data.txt
sample884	Phenotyping				tdf.txt	assay949		Data transformation	d_data.txt
sample885	Phenotyping				tdf.txt	assay493		Data transformation	d_data.txt
sample886	Phenotyping				tdf.txt	assay674		Data transformation	d_data.txt
sample887	Phenotyping				tdf.txt	assay288		Data transformation	d_data.txt
sample888	Phenotyping				tdf.txt	assay839		Data transformation	d_data.txt
sample889	Phenotyping				tdf.txt	assay1113		Data transformation	d_data.txt
sample890	Phenotyping				tdf.txt	assay383		Data transformation	d_data.txt
sample891	Phenotyping				tdf.txt	assay675		Data transformation	d_data.txt
sample892	Phenotyping				tdf.txt	assay1216		Data transformation	d_data.txt
sample893	Phenotyping				tdf.txt	assay840		Data transformation	d_data.txt
sample894	Phenotyping				tdf.txt	assay950		Data transformation	d_data.txt
sample895	Phenotyping				tdf.txt	assay125		Data transformation	d_data.txt
sample896	Phenotyping				tdf.txt	assay289		Data transformation	d_data.txt
sample897	Phenotyping				tdf.txt	assay494		Data transformation	d_data.txt
sample898	Phenotyping				tdf.txt	assay1114		Data transformation	d_data.txt
sample899	Phenotyping				tdf.txt	assay384		Data transformation	d_data.txt
sample900	Phenotyping				tdf.txt	assay126		Data transformation	d_data.txt
sample901	Phenotyping				tdf.txt	assay495		Data transformation	d_data.txt
sample902	Phenotyping				tdf.txt	assay1217		Data transformation	d_data.txt
sample903	Phenotyping				tdf.txt	assay841		Data transformation	d_data.txt
sample904	Phenotyping				tdf.txt	assay676		Data transformation	d_data.txt
sample905	Phenotyping				tdf.txt	assay290		Data transformation	d_data.txt
sample906	Phenotyping				tdf.txt	assay951		Data transformation	d_data.txt
sample907	Phenotyping				tdf.txt	assay1115		Data transformation	d_data.txt
sample908	Phenotyping				tdf.txt	assay385		Data transformation	d_data.txt
sample909	Phenotyping				tdf.txt	assay677		Data transformation	d_data.txt
sample910	Phenotyping				tdf.txt	assay496		Data transformation	d_data.txt
sample911	Phenotyping				tdf.txt	assay842		Data transformation	d_data.txt
sample912	Phenotyping				tdf.txt	assay952		Data transformation	d_data.txt
sample913	Phenotyping				tdf.txt	assay1218		Data transformation	d_data.txt
sample914	Phenotyping				tdf.txt	assay127		Data transformation	d_data.txt
sample915	Phenotyping				tdf.txt	assay386		Data transformation	d_data.txt
sample916	Phenotyping				tdf.txt	assay291		Data transformation	d_data.txt
sample917	Phenotyping				tdf.txt	assay1116		Data transformation	d_data.txt
sample918	Phenotyping				tdf.txt	assay678		Data transformation	d_data.txt
sample919	Phenotyping				tdf.txt	assay128		Data transformation	d_data.txt
sample920	Phenotyping				tdf.txt	assay953		Data transformation	d_data.txt
sample921	Phenotyping				tdf.txt	assay497		Data transformation	d_data.txt
sample922	Phenotyping				tdf.txt	assay498		Data transformation	d_data.txt
sample923	Phenotyping				tdf.txt	assay954		Data transformation	d_data.txt
sample924	Phenotyping				tdf.txt	assay679		Data transformation	d_data.txt
sample925	Phenotyping				tdf.txt	assay129		Data transformation	d_data.txt
sample926	Phenotyping				tdf.txt	assay955		Data transformation	d_data.txt
sample927	Phenotyping				tdf.txt	assay680		Data transformation	d_data.txt
sample928	Phenotyping				tdf.txt	assay130		Data transformation	d_data.txt
sample929	Phenotyping				tdf.txt	assay499		Data transformation	d_data.txt
sample930	Phenotyping				tdf.txt	assay956		Data transformation	d_data.txt
sample931	Phenotyping				tdf.txt	assay681		Data transformation	d_data.txt
sample932	Phenotyping				tdf.txt	assay131		Data transformation	d_data.txt
sample933	Phenotyping				tdf.txt	assay500		Data transformation	d_data.txt
sample934	Phenotyping				tdf.txt	assay132		Data transformation	d_data.txt
sample935	Phenotyping				tdf.txt	assay682		Data transformation	d_data.txt
sample936	Phenotyping				tdf.txt	assay957		Data transformation	d_data.txt
sample937	Phenotyping				tdf.txt	assay501		Data transformation	d_data.txt
sample938	Phenotyping				tdf.txt	assay133		Data transformation	d_data.txt
sample939	Phenotyping				tdf.txt	assay502		Data transformation	d_data.txt
sample940	Phenotyping				tdf.txt	assay683		Data transformation	d_data.txt
sample941	Phenotyping				tdf.txt	assay958		Data transformation	d_data.txt
sample942	Phenotyping				tdf.txt	assay134		Data transformation	d_data.txt
sample943	Phenotyping				tdf.txt	assay959		Data transformation	d_data.txt
sample944	Phenotyping				tdf.txt	assay503		Data transformation	d_data.txt
sample945	Phenotyping				tdf.txt	assay960		Data transformation	d_data.txt
sample946	Phenotyping				tdf.txt	assay504		Data transformation	d_data.txt
sample947	Phenotyping				tdf.txt	assay684		Data transformation	d_data.txt
sample948	Phenotyping				tdf.txt	assay135		Data transformation	d_data.txt
sample949	Phenotyping				tdf.txt	assay961		Data transformation	d_data.txt
sample950	Phenotyping				tdf.txt	assay505		Data transformation	d_data.txt
sample951	Phenotyping				tdf.txt	assay136		Data transformation	d_data.txt
sample952	Phenotyping				tdf.txt	assay685		Data transformation	d_data.txt
sample953	Phenotyping				tdf.txt	assay506		Data transformation	d_data.txt
sample954	Phenotyping				tdf.txt	assay137		Data transformation	d_data.txt
sample955	Phenotyping				tdf.txt	assay962		Data transformation	d_data.txt
sample956	Phenotyping				tdf.txt	assay686		Data transformation	d_data.txt
sample957	Phenotyping				tdf.txt	assay138		Data transformation	d_data.txt
sample958	Phenotyping				tdf.txt	assay507		Data transformation	d_data.txt
sample959	Phenotyping				tdf.txt	assay687		Data transformation	d_data.txt
sample960	Phenotyping				tdf.txt	assay963		Data transformation	d_data.txt
sample961	Phenotyping				tdf.txt	assay964		Data transformation	d_data.txt
sample962	Phenotyping				tdf.txt	assay688		Data transformation	d_data.txt
sample963	Phenotyping				tdf.txt	assay139		Data transformation	d_data.txt
sample964	Phenotyping				tdf.txt	assay508		Data transformation	d_data.txt
sample965	Phenotyping				tdf.txt	assay965		Data transformation	d_data.txt
sample966	Phenotyping				tdf.txt	assay140		Data transformation	d_data.txt
sample967	Phenotyping				tdf.txt	assay509		Data transformation	d_data.txt
sample968	Phenotyping				tdf.txt	assay689		Data transformation	d_data.txt
sample969	Phenotyping				tdf.txt	assay690		Data transformation	d_data.txt
sample970	Phenotyping				tdf.txt	assay966		Data transformation	d_data.txt
sample971	Phenotyping				tdf.txt	assay510		Data transformation	d_data.txt
sample972	Phenotyping				tdf.txt	assay141		Data transformation	d_data.txt
sample973	Phenotyping				tdf.txt	assay967		Data transformation	d_data.txt
sample974	Phenotyping				tdf.txt	assay691		Data transformation	d_data.txt
sample975	Phenotyping				tdf.txt	assay511		Data transformation	d_data.txt
sample976	Phenotyping				tdf.txt	assay142		Data transformation	d_data.txt
sample977	Phenotyping				tdf.txt	assay512		Data transformation	d_data.txt
sample978	Phenotyping				tdf.txt	assay692		Data transformation	d_data.txt
sample979	Phenotyping				tdf.txt	assay143		Data transformation	d_data.txt
sample980	Phenotyping				tdf.txt	assay968		Data transformation	d_data.txt
sample981	Phenotyping				tdf.txt	assay1117		Data transformation	d_data.txt
sample982	Phenotyping				tdf.txt	assay144		Data transformation	d_data.txt
sample983	Phenotyping				tdf.txt	assay969		Data transformation	d_data.txt
sample984	Phenotyping				tdf.txt	assay513		Data transformation	d_data.txt
sample985	Phenotyping				tdf.txt	assay693		Data transformation	d_data.txt
sample986	Phenotyping				tdf.txt	assay694		Data transformation	d_data.txt
sample987	Phenotyping				tdf.txt	assay145		Data transformation	d_data.txt
sample988	Phenotyping				tdf.txt	assay970		Data transformation	d_data.txt
sample989	Phenotyping				tdf.txt	assay514		Data transformation	d_data.txt
sample990	Phenotyping				tdf.txt	assay515		Data transformation	d_data.txt
sample991	Phenotyping				tdf.txt	assay695		Data transformation	d_data.txt
sample992	Phenotyping				tdf.txt	assay146		Data transformation	d_data.txt
sample993	Phenotyping				tdf.txt	assay971		Data transformation	d_data.txt
sample994	Phenotyping				tdf.txt	assay147		Data transformation	d_data.txt
sample995	Phenotyping				tdf.txt	assay1118		Data transformation	d_data.txt
sample996	Phenotyping				tdf.txt	assay696		Data transformation	d_data.txt
sample997	Phenotyping				tdf.txt	assay516		Data transformation	d_data.txt
sample998	Phenotyping				tdf.txt	assay972		Data transformation	d_data.txt
sample999	Phenotyping				tdf.txt	assay1119		Data transformation	d_data.txt
sample1000	Phenotyping				tdf.txt	assay148		Data transformation	d_data.txt
sample1001	Phenotyping				tdf.txt	assay973		Data transformation	d_data.txt
sample1002	Phenotyping				tdf.txt	assay517		Data transformation	d_data.txt
sample1003	Phenotyping				tdf.txt	assay697		Data transformation	d_data.txt
sample1004	Phenotyping				tdf.txt	assay149		Data transformation	d_data.txt
sample1005	Phenotyping				tdf.txt	assay518		Data transformation	d_data.txt
sample1006	Phenotyping				tdf.txt	assay698		Data transformation	d_data.txt
sample1007	Phenotyping				tdf.txt	assay519		Data transformation	d_data.txt
sample1008	Phenotyping				tdf.txt	assay1120		Data transformation	d_data.txt
sample1009	Phenotyping				tdf.txt	assay974		Data transformation	d_data.txt
sample1010	Phenotyping				tdf.txt	assay150		Data transformation	d_data.txt
sample1011	Phenotyping				tdf.txt	assay699		Data transformation	d_data.txt
sample1012	Phenotyping				tdf.txt	assay151		Data transformation	d_data.txt
sample1013	Phenotyping				tdf.txt	assay700		Data transformation	d_data.txt
sample1014	Phenotyping				tdf.txt	assay520		Data transformation	d_data.txt
sample1015	Phenotyping				tdf.txt	assay975		Data transformation	d_data.txt
sample1016	Phenotyping				tdf.txt	assay152		Data transformation	d_data.txt
sample1017	Phenotyping				tdf.txt	assay976		Data transformation	d_data.txt
sample1018	Phenotyping				tdf.txt	assay521		Data transformation	d_data.txt
sample1019	Phenotyping				tdf.txt	assay701		Data transformation	d_data.txt
sample1020	Phenotyping				tdf.txt	assay1121		Data transformation	d_data.txt
sample1021	Phenotyping				tdf.txt	assay702		Data transformation	d_data.txt
sample1022	Phenotyping				tdf.txt	assay153		Data transformation	d_data.txt
sample1023	Phenotyping				tdf.txt	assay522		Data transformation	d_data.txt
sample1024	Phenotyping				tdf.txt	assay977		Data transformation	d_data.txt
sample1025	Phenotyping				tdf.txt	assay154		Data transformation	d_data.txt
sample1026	Phenotyping				tdf.txt	assay523		Data transformation	d_data.txt
sample1027	Phenotyping				tdf.txt	assay978		Data transformation	d_data.txt
sample1028	Phenotyping				tdf.txt	assay703		Data transformation	d_data.txt
sample1029	Phenotyping				tdf.txt	assay155		Data transformation	d_data.txt
sample1030	Phenotyping				tdf.txt	assay704		Data transformation	d_data.txt
sample1031	Phenotyping				tdf.txt	assay524		Data transformation	d_data.txt
sample1032	Phenotyping				tdf.txt	assay705		Data transformation	d_data.txt
sample1033	Phenotyping				tdf.txt	assay525		Data transformation	d_data.txt
sample1034	Phenotyping				tdf.txt	assay156		Data transformation	d_data.txt
sample1035	Phenotyping				tdf.txt	assay979		Data transformation	d_data.txt
sample1036	Phenotyping				tdf.txt	assay706		Data transformation	d_data.txt
sample1037	Phenotyping				tdf.txt	assay526		Data transformation	d_data.txt
sample1038	Phenotyping				tdf.txt	assay157		Data transformation	d_data.txt
sample1039	Phenotyping				tdf.txt	assay980		Data transformation	d_data.txt
sample1040	Phenotyping				tdf.txt	assay1122		Data transformation	d_data.txt
sample1041	Phenotyping				tdf.txt	assay981		Data transformation	d_data.txt
sample1042	Phenotyping				tdf.txt	assay707		Data transformation	d_data.txt
sample1043	Phenotyping				tdf.txt	assay158		Data transformation	d_data.txt
sample1044	Phenotyping				tdf.txt	assay527		Data transformation	d_data.txt
sample1045	Phenotyping				tdf.txt	assay1123		Data transformation	d_data.txt
sample1046	Phenotyping				tdf.txt	assay708		Data transformation	d_data.txt
sample1047	Phenotyping				tdf.txt	assay159		Data transformation	d_data.txt
sample1048	Phenotyping				tdf.txt	assay982		Data transformation	d_data.txt
sample1049	Phenotyping				tdf.txt	assay528		Data transformation	d_data.txt
sample1050	Phenotyping				tdf.txt	assay983		Data transformation	d_data.txt
sample1051	Phenotyping				tdf.txt	assay529		Data transformation	d_data.txt
sample1052	Phenotyping				tdf.txt	assay160		Data transformation	d_data.txt
sample1053	Phenotyping				tdf.txt	assay709		Data transformation	d_data.txt
sample1054	Phenotyping				tdf.txt	assay161		Data transformation	d_data.txt
sample1055	Phenotyping				tdf.txt	assay984		Data transformation	d_data.txt
sample1056	Phenotyping				tdf.txt	assay710		Data transformation	d_data.txt
sample1057	Phenotyping				tdf.txt	assay530		Data transformation	d_data.txt
sample1058	Phenotyping				tdf.txt	assay162		Data transformation	d_data.txt
sample1059	Phenotyping				tdf.txt	assay711		Data transformation	d_data.txt
sample1060	Phenotyping				tdf.txt	assay985		Data transformation	d_data.txt
sample1061	Phenotyping				tdf.txt	assay531		Data transformation	d_data.txt
sample1062	Phenotyping				tdf.txt	assay163		Data transformation	d_data.txt
sample1063	Phenotyping				tdf.txt	assay532		Data transformation	d_data.txt
sample1064	Phenotyping				tdf.txt	assay712		Data transformation	d_data.txt
sample1065	Phenotyping				tdf.txt	assay986		Data transformation	d_data.txt
sample1066	Phenotyping				tdf.txt	assay533		Data transformation	d_data.txt
sample1067	Phenotyping				tdf.txt	assay713		Data transformation	d_data.txt
sample1068	Phenotyping				tdf.txt	assay987		Data transformation	d_data.txt
sample1069	Phenotyping				tdf.txt	assay164		Data transformation	d_data.txt
sample1070	Phenotyping				tdf.txt	assay988		Data transformation	d_data.txt
sample1071	Phenotyping				tdf.txt	assay534		Data transformation	d_data.txt
sample1072	Phenotyping				tdf.txt	assay165		Data transformation	d_data.txt
sample1073	Phenotyping				tdf.txt	assay714		Data transformation	d_data.txt
sample1074	Phenotyping				tdf.txt	assay715		Data transformation	d_data.txt
sample1075	Phenotyping				tdf.txt	assay535		Data transformation	d_data.txt
sample1076	Phenotyping				tdf.txt	assay166		Data transformation	d_data.txt
sample1077	Phenotyping				tdf.txt	assay989		Data transformation	d_data.txt
sample1078	Phenotyping				tdf.txt	assay1124		Data transformation	d_data.txt
sample1079	Phenotyping				tdf.txt	assay716		Data transformation	d_data.txt
sample1080	Phenotyping				tdf.txt	assay167		Data transformation	d_data.txt
sample1081	Phenotyping				tdf.txt	assay990		Data transformation	d_data.txt
sample1082	Phenotyping				tdf.txt	assay536		Data transformation	d_data.txt
sample1083	Phenotyping				tdf.txt	assay991		Data transformation	d_data.txt
sample1084	Phenotyping				tdf.txt	assay168		Data transformation	d_data.txt
sample1085	Phenotyping				tdf.txt	assay717		Data transformation	d_data.txt
sample1086	Phenotyping				tdf.txt	assay537		Data transformation	d_data.txt
sample1087	Phenotyping				tdf.txt	assay718		Data transformation	d_data.txt
sample1088	Phenotyping				tdf.txt	assay538		Data transformation	d_data.txt
sample1089	Phenotyping				tdf.txt	assay169		Data transformation	d_data.txt
sample1090	Phenotyping				tdf.txt	assay992		Data transformation	d_data.txt
sample1091	Phenotyping				tdf.txt	assay539		Data transformation	d_data.txt
sample1092	Phenotyping				tdf.txt	assay1125		Data transformation	d_data.txt
sample1093	Phenotyping				tdf.txt	assay719		Data transformation	d_data.txt
sample1094	Phenotyping				tdf.txt	assay170		Data transformation	d_data.txt
sample1095	Phenotyping				tdf.txt	assay993		Data transformation	d_data.txt
sample1096	Phenotyping				tdf.txt	assay994		Data transformation	d_data.txt
sample1097	Phenotyping				tdf.txt	assay540		Data transformation	d_data.txt
sample1098	Phenotyping				tdf.txt	assay720		Data transformation	d_data.txt
sample1099	Phenotyping				tdf.txt	assay171		Data transformation	d_data.txt
sample1100	Phenotyping				tdf.txt	assay172		Data transformation	d_data.txt
sample1101	Phenotyping				tdf.txt	assay541		Data transformation	d_data.txt
sample1102	Phenotyping				tdf.txt	assay721		Data transformation	d_data.txt
sample1103	Phenotyping				tdf.txt	assay995		Data transformation	d_data.txt
sample1104	Phenotyping				tdf.txt	assay173		Data transformation	d_data.txt
sample1105	Phenotyping				tdf.txt	assay542		Data transformation	d_data.txt
sample1106	Phenotyping				tdf.txt	assay996		Data transformation	d_data.txt
sample1107	Phenotyping				tdf.txt	assay722		Data transformation	d_data.txt
sample1108	Phenotyping				tdf.txt	assay174		Data transformation	d_data.txt
sample1109	Phenotyping				tdf.txt	assay997		Data transformation	d_data.txt
sample1110	Phenotyping				tdf.txt	assay723		Data transformation	d_data.txt
sample1111	Phenotyping				tdf.txt	assay543		Data transformation	d_data.txt
sample1112	Phenotyping				tdf.txt	assay544		Data transformation	d_data.txt
sample1113	Phenotyping				tdf.txt	assay175		Data transformation	d_data.txt
sample1114	Phenotyping				tdf.txt	assay998		Data transformation	d_data.txt
sample1115	Phenotyping				tdf.txt	assay724		Data transformation	d_data.txt
sample1116	Phenotyping				tdf.txt	assay999		Data transformation	d_data.txt
sample1117	Phenotyping				tdf.txt	assay545		Data transformation	d_data.txt
sample1118	Phenotyping				tdf.txt	assay176		Data transformation	d_data.txt
sample1119	Phenotyping				tdf.txt	assay725		Data transformation	d_data.txt
sample1120	Phenotyping				tdf.txt	assay1000		Data transformation	d_data.txt
sample1121	Phenotyping				tdf.txt	assay546		Data transformation	d_data.txt
sample1122	Phenotyping				tdf.txt	assay177		Data transformation	d_data.txt
sample1123	Phenotyping				tdf.txt	assay1126		Data transformation	d_data.txt
sample1124	Phenotyping				tdf.txt	assay726		Data transformation	d_data.txt
sample1125	Phenotyping				tdf.txt	assay547		Data transformation	d_data.txt
sample1126	Phenotyping				tdf.txt	assay1001		Data transformation	d_data.txt
sample1127	Phenotyping				tdf.txt	assay727		Data transformation	d_data.txt
sample1128	Phenotyping				tdf.txt	assay178		Data transformation	d_data.txt
sample1129	Phenotyping				tdf.txt	assay1002		Data transformation	d_data.txt
sample1130	Phenotyping				tdf.txt	assay548		Data transformation	d_data.txt
sample1131	Phenotyping				tdf.txt	assay728		Data transformation	d_data.txt
sample1132	Phenotyping				tdf.txt	assay179		Data transformation	d_data.txt
sample1133	Phenotyping				tdf.txt	assay729		Data transformation	d_data.txt
sample1134	Phenotyping				tdf.txt	assay550		Data transformation	d_data.txt
sample1135	Phenotyping				tdf.txt	assay1003		Data transformation	d_data.txt
sample1136	Phenotyping				tdf.txt	assay180		Data transformation	d_data.txt
sample1137	Phenotyping				tdf.txt	assay730		Data transformation	d_data.txt
sample1138	Phenotyping				tdf.txt	assay731		Data transformation	d_data.txt
sample1139	Phenotyping				tdf.txt	assay551		Data transformation	d_data.txt
sample1140	Phenotyping				tdf.txt	assay181		Data transformation	d_data.txt
sample1141	Phenotyping				tdf.txt	assay1004		Data transformation	d_data.txt
sample1142	Phenotyping				tdf.txt	assay1005		Data transformation	d_data.txt
sample1143	Phenotyping				tdf.txt	assay732		Data transformation	d_data.txt
sample1144	Phenotyping				tdf.txt	assay552		Data transformation	d_data.txt
sample1145	Phenotyping				tdf.txt	assay182		Data transformation	d_data.txt
sample1146	Phenotyping				tdf.txt	assay733		Data transformation	d_data.txt
sample1147	Phenotyping				tdf.txt	assay1006		Data transformation	d_data.txt
sample1148	Phenotyping				tdf.txt	assay183		Data transformation	d_data.txt
sample1149	Phenotyping				tdf.txt	assay553		Data transformation	d_data.txt
sample1150	Phenotyping				tdf.txt	assay554		Data transformation	d_data.txt
sample1151	Phenotyping				tdf.txt	assay734		Data transformation	d_data.txt
sample1152	Phenotyping				tdf.txt	assay184		Data transformation	d_data.txt
sample1153	Phenotyping				tdf.txt	assay1007		Data transformation	d_data.txt
sample1154	Phenotyping				tdf.txt	assay1127		Data transformation	d_data.txt
sample1155	Phenotyping				tdf.txt	assay1128		Data transformation	d_data.txt
sample1156	Phenotyping				tdf.txt	assay1008		Data transformation	d_data.txt
sample1157	Phenotyping				tdf.txt	assay555		Data transformation	d_data.txt
sample1158	Phenotyping				tdf.txt	assay185		Data transformation	d_data.txt
sample1159	Phenotyping				tdf.txt	assay735		Data transformation	d_data.txt
sample1160	Phenotyping				tdf.txt	assay736		Data transformation	d_data.txt
sample1161	Phenotyping				tdf.txt	assay556		Data transformation	d_data.txt
sample1162	Phenotyping				tdf.txt	assay186		Data transformation	d_data.txt
sample1163	Phenotyping				tdf.txt	assay1009		Data transformation	d_data.txt
sample1164	Phenotyping				tdf.txt	assay557		Data transformation	d_data.txt
sample1165	Phenotyping				tdf.txt	assay187		Data transformation	d_data.txt
sample1166	Phenotyping				tdf.txt	assay1010		Data transformation	d_data.txt
sample1167	Phenotyping				tdf.txt	assay737		Data transformation	d_data.txt
sample1168	Phenotyping				tdf.txt	assay188		Data transformation	d_data.txt
sample1169	Phenotyping				tdf.txt	assay738		Data transformation	d_data.txt
sample1170	Phenotyping				tdf.txt	assay558		Data transformation	d_data.txt
sample1171	Phenotyping				tdf.txt	assay1011		Data transformation	d_data.txt
sample1172	Phenotyping				tdf.txt	assay1129		Data transformation	d_data.txt
sample1173	Phenotyping				tdf.txt	assay189		Data transformation	d_data.txt
sample1174	Phenotyping				tdf.txt	assay739		Data transformation	d_data.txt
sample1175	Phenotyping				tdf.txt	assay559		Data transformation	d_data.txt
sample1176	Phenotyping				tdf.txt	assay740		Data transformation	d_data.txt
sample1177	Phenotyping				tdf.txt	assay190		Data transformation	d_data.txt
sample1178	Phenotyping				tdf.txt	assay1012		Data transformation	d_data.txt
